,row,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long,Shaw_hab,notes,notes2
175,175,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.2,bare rock,8,36.62183N,121.90516W,,,
176,176,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.2,bare rock,8,36.62183N,121.90516W,,,
177,177,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.4,bare rock,8,36.62183N,121.90516W,,,
178,178,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.5,bare rock,8,36.62183N,121.90516W,,,
179,179,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
180,180,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.6,bare rock,8,36.62183N,121.90516W,,,
181,181,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,12.5,bare rock,8,36.62183N,121.90516W,,,
182,182,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.4,bare rock,8,36.62183N,121.90516W,,,
183,183,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.3,bare rock,8,36.62183N,121.90516W,,,
184,184,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.9,bare rock,8,36.62183N,121.90516W,,,
185,185,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.4,bare rock,8,36.62183N,121.90516W,,,
186,186,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.2,bare rock,8,36.62183N,121.90516W,,,
187,187,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.1,bare rock,8,36.62183N,121.90516W,,,
188,188,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.2,bare rock,8,36.62183N,121.90516W,,,
189,189,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
190,190,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.9,bare rock,8,36.62183N,121.90516W,,,
191,191,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.4,bare rock,8,36.62183N,121.90516W,,,
192,192,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
193,193,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.8,bare rock,8,36.62183N,121.90516W,,,
194,194,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.3,bare rock,8,36.62183N,121.90516W,,,
195,195,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.3,bare rock,8,36.62183N,121.90516W,,,
196,196,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.4,bare rock,8,36.62183N,121.90516W,,,
197,197,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6,bare rock,8,36.62183N,121.90516W,,,
198,198,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.1,bare rock,8,36.62183N,121.90516W,,,
199,199,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.8,bare rock,8,36.62183N,121.90516W,,,
200,200,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.1,bare rock,8,36.62183N,121.90516W,,,
201,201,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,10.8,bare rock,8,36.62183N,121.90516W,,,
202,202,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6,bare rock,8,36.62183N,121.90516W,,,
203,203,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.5,bare rock,8,36.62183N,121.90516W,,,
204,204,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,2.2,bare rock,8,36.62183N,121.90516W,,,
205,205,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.5,bare rock,8,36.62183N,121.90516W,,,
206,206,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,13.9,bare rock,8,36.62183N,121.90516W,,,
207,207,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.8,bare rock,8,36.62183N,121.90516W,,,
208,208,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7,bare rock,8,36.62183N,121.90516W,,,
209,209,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.8,bare rock,8,36.62183N,121.90516W,,,
210,210,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.5,bare rock,8,36.62183N,121.90516W,,,
211,211,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4,bare rock,8,36.62183N,121.90516W,,,
212,212,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.1,bare rock,8,36.62183N,121.90516W,,,
213,213,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.2,bare rock,8,36.62183N,121.90516W,,,
214,214,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5,bare rock,8,36.62183N,121.90516W,,,
215,215,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.2,bare rock,8,36.62183N,121.90516W,,,
216,216,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.6,bare rock,8,36.62183N,121.90516W,,,
217,217,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.7,bare rock,8,36.62183N,121.90516W,,,
218,218,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.5,bare rock,8,36.62183N,121.90516W,,,
219,219,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.2,bare rock,8,36.62183N,121.90516W,,,
220,220,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.9,bare rock,8,36.62183N,121.90516W,,,
221,221,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.9,bare rock,8,36.62183N,121.90516W,,,
222,222,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.6,bare rock,8,36.62183N,121.90516W,,,
223,223,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.4,bare rock,8,36.62183N,121.90516W,,,
224,224,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.1,bare rock,8,36.62183N,121.90516W,,,
225,225,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
226,226,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.7,bare rock,8,36.62183N,121.90516W,,,
227,227,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.8,bare rock,8,36.62183N,121.90516W,,,
228,228,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
229,229,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.5,bare rock,8,36.62183N,121.90516W,,,
230,230,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
231,231,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.5,bare rock,8,36.62183N,121.90516W,,,
232,232,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,10.3,bare rock,8,36.62183N,121.90516W,,,
233,233,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.7,bare rock,8,36.62183N,121.90516W,,,
234,234,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.8,bare rock,8,36.62183N,121.90516W,,,
235,235,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.3,bare rock,8,36.62183N,121.90516W,,,
236,236,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.6,bare rock,8,36.62183N,121.90516W,,,
237,237,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.4,bare rock,8,36.62183N,121.90516W,,,
238,238,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,9.4,bare rock,8,36.62183N,121.90516W,,,
239,239,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.4,bare rock,8,36.62183N,121.90516W,,,
240,240,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.1,bare rock,8,36.62183N,121.90516W,,,
241,241,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.3,bare rock,8,36.62183N,121.90516W,,,
242,242,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.2,bare rock,8,36.62183N,121.90516W,,,
243,243,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.3,bare rock,8,36.62183N,121.90516W,,,
244,244,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.4,bare rock,8,36.62183N,121.90516W,,,
245,245,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8,bare rock,8,36.62183N,121.90516W,,,
246,246,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.7,bare rock,8,36.62183N,121.90516W,,,
247,247,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6,bare rock,8,36.62183N,121.90516W,,,
248,248,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.1,bare rock,8,36.62183N,121.90516W,,,
249,249,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.6,bare rock,8,36.62183N,121.90516W,,,
250,250,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,13.3,bare rock,8,36.62183N,121.90516W,,,
251,251,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.1,bare rock,8,36.62183N,121.90516W,,,
252,252,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
253,253,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.4,bare rock,8,36.62183N,121.90516W,,,
254,254,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.8,bare rock,8,36.62183N,121.90516W,,,
255,255,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.7,bare rock,8,36.62183N,121.90516W,,,
256,256,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.2,bare rock,8,36.62183N,121.90516W,,,
257,257,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,2.9,bare rock,8,36.62183N,121.90516W,,,
258,258,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,2.2,bare rock,8,36.62183N,121.90516W,,,
259,259,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,10,bare rock,8,36.62183N,121.90516W,,,
260,260,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.2,bare rock,8,36.62183N,121.90516W,,,
261,261,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,12.35,bare rock,8,36.62183N,121.90516W,,,
262,262,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,13,bare rock,8,36.62183N,121.90516W,,,
263,263,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,9.85,bare rock,8,36.62183N,121.90516W,,,
264,264,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5,bare rock,8,36.62183N,121.90516W,,,
265,265,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5,bare rock,8,36.62183N,121.90516W,,,
266,266,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.3,bare rock,8,36.62183N,121.90516W,,,
267,267,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.9,bare rock,8,36.62183N,121.90516W,,,
268,268,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.05,bare rock,8,36.62183N,121.90516W,,,
269,269,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.7,bare rock,8,36.62183N,121.90516W,,,
270,270,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.85,bare rock,8,36.62183N,121.90516W,,,
271,271,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.1,bare rock,8,36.62183N,121.90516W,,,
272,272,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.95,bare rock,8,36.62183N,121.90516W,,,
273,273,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.05,bare rock,8,36.62183N,121.90516W,,,
274,274,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.55,bare rock,8,36.62183N,121.90516W,,,
275,275,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.05,bare rock,8,36.62183N,121.90516W,,,
276,276,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.75,bare rock,8,36.62183N,121.90516W,,,
277,277,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.1,bare rock,8,36.62183N,121.90516W,,,
278,278,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.5,bare rock,8,36.62183N,121.90516W,,,
279,279,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.85,bare rock,8,36.62183N,121.90516W,,,
280,280,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.05,bare rock,8,36.62183N,121.90516W,,,
281,281,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.85,bare rock,8,36.62183N,121.90516W,,,
282,282,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.55,bare rock,8,36.62183N,121.90516W,,,
283,283,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8,bare rock,8,36.62183N,121.90516W,,,
284,284,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.1,bare rock,8,36.62183N,121.90516W,,,
285,285,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.65,bare rock,8,36.62183N,121.90516W,,,
286,286,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,11.25,bare rock,8,36.62183N,121.90516W,,,
287,287,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.85,bare rock,8,36.62183N,121.90516W,,,
288,288,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.1,bare rock,8,36.62183N,121.90516W,,,
289,289,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.05,bare rock,8,36.62183N,121.90516W,,,
290,290,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.15,bare rock,8,36.62183N,121.90516W,,,
291,291,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.45,bare rock,8,36.62183N,121.90516W,,,
292,292,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.4,bare rock,8,36.62183N,121.90516W,,,
293,293,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.95,bare rock,8,36.62183N,121.90516W,,,
294,294,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.45,bare rock,8,36.62183N,121.90516W,,,
295,295,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,11.35,bare rock,8,36.62183N,121.90516W,,,
296,296,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.55,bare rock,8,36.62183N,121.90516W,,,
297,297,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.35,bare rock,8,36.62183N,121.90516W,,,
298,298,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5,bare rock,8,36.62183N,121.90516W,,,
299,299,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.15,bare rock,8,36.62183N,121.90516W,,,
300,300,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
301,301,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,12.75,bare rock,8,36.62183N,121.90516W,,,
302,302,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.3,bare rock,8,36.62183N,121.90516W,,,
303,303,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.15,bare rock,8,36.62183N,121.90516W,,,
304,304,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.95,bare rock,8,36.62183N,121.90516W,,,
305,305,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.95,bare rock,8,36.62183N,121.90516W,,,
306,306,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.85,bare rock,8,36.62183N,121.90516W,,,
307,307,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.65,bare rock,8,36.62183N,121.90516W,,,
308,308,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5,bare rock,8,36.62183N,121.90516W,,,
309,309,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.45,bare rock,8,36.62183N,121.90516W,,,
310,310,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.1,bare rock,8,36.62183N,121.90516W,,,
311,311,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.65,bare rock,8,36.62183N,121.90516W,,,
312,312,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.65,bare rock,8,36.62183N,121.90516W,,,
313,313,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.9,bare rock,8,36.62183N,121.90516W,,,
314,314,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.05,bare rock,8,36.62183N,121.90516W,,,
315,315,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.5,bare rock,8,36.62183N,121.90516W,,,
316,316,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.05,bare rock,8,36.62183N,121.90516W,,,
317,317,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,3.6,bare rock,8,36.62183N,121.90516W,,,
318,318,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,9.35,bare rock,8,36.62183N,121.90516W,,,
319,319,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,14.75,bare rock,8,36.62183N,121.90516W,,,
320,320,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.95,bare rock,8,36.62183N,121.90516W,,,
321,321,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.95,bare rock,8,36.62183N,121.90516W,,,
322,322,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.05,bare rock,8,36.62183N,121.90516W,,,
323,323,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.95,bare rock,8,36.62183N,121.90516W,,,
324,324,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.55,bare rock,8,36.62183N,121.90516W,,,
325,325,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,9,bare rock,8,36.62183N,121.90516W,,,
326,326,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.2,bare rock,8,36.62183N,121.90516W,,,
327,327,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.55,bare rock,8,36.62183N,121.90516W,,,
328,328,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.85,bare rock,8,36.62183N,121.90516W,,,
329,329,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,7.75,bare rock,8,36.62183N,121.90516W,,,
330,330,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.35,bare rock,8,36.62183N,121.90516W,,,
331,331,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,13.75,bare rock,8,36.62183N,121.90516W,,,
332,332,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,12.35,bare rock,8,36.62183N,121.90516W,,,
333,333,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.05,bare rock,8,36.62183N,121.90516W,,,
334,334,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8.4,bare rock,8,36.62183N,121.90516W,,,
335,335,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.8,bare rock,8,36.62183N,121.90516W,,,
336,336,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,12.95,bare rock,8,36.62183N,121.90516W,,,
337,337,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.65,bare rock,8,36.62183N,121.90516W,,,
338,338,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,6.05,bare rock,8,36.62183N,121.90516W,,,
339,339,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.15,bare rock,8,36.62183N,121.90516W,,,
340,340,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,8,bare rock,8,36.62183N,121.90516W,,,
341,341,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.8,bare rock,8,36.62183N,121.90516W,,,
342,342,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.75,bare rock,8,36.62183N,121.90516W,,,
343,343,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.85,bare rock,8,36.62183N,121.90516W,,,
344,344,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.95,bare rock,8,36.62183N,121.90516W,,,
345,345,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.05,bare rock,8,36.62183N,121.90516W,,,
346,346,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.85,bare rock,8,36.62183N,121.90516W,,,
347,347,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,5.15,bare rock,8,36.62183N,121.90516W,,,
348,348,Littorina.keenae,LIKE,HighRock,present,20/06/2014,zoneA,area3,NA,NA,zoneA_area3,4.7,bare rock,8,36.62183N,121.90516W,,,
