"","study","studySub","species","sp","site","era","date","nest1","nest2","nest3","nest3note","sampleUnit","size1mm","habitat","tideHTm","lat","long","Shaw_hab","notes","notes2","size1mm_rand","year"
"494","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.6526783141308,1964
"495","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.0802805279382,1964
"496","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.3579447665252,1964
"497","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.1775145540014,1964
"498","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.6665408643894,1964
"499","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.1884132726118,1964
"500","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.023222529795,1964
"501","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.1739869792946,1964
"502","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.7787768654525,1964
"503","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.3174793836661,1964
"504","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.8051729141735,1964
"505","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.2607846166939,1964
"506","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.9322022995912,1964
"507","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.2377655906603,1964
"508","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.8205275977962,1964
"509","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.4631142378785,1964
"510","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.1239665253088,1964
"511","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.0436404463835,1964
"512","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.766619770322,1964
"513","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.4200528813526,1964
"514","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.3259510099888,1964
"515","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.849885633681,1964
"516","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.4787796009332,1964
"517","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.9736902979203,1964
"518","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.8807212607935,1964
"519","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.5961585654877,1964
"520","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.64446549071,1964
"521","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.4073711414821,1964
"522","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.9751416952349,1964
"523","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",32,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.3471507038921,1964
"524","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.8232905757613,1964
"525","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.5434027812444,1964
"526","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.4340841551311,1964
"527","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.5837081279606,1964
"528","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.4434910877608,1964
"529","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.951175537426,1964
"530","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.4027438522317,1964
"531","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.8651180653833,1964
"532","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.826406548731,1964
"533","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.61574100703,1964
"534","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.326466709841,1964
"535","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",33,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.5853365398943,1964
"536","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.2498518163338,1964
"537","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.3107733102515,1964
"538","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.4226591880433,1964
"539","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.2076524677686,1964
"540","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.2231437359005,1964
"541","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.6040994832292,1964
"542","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.6063989894465,1964
"543","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.2692382880487,1964
"544","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.1286874995567,1964
"545","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.7147784018889,1964
"546","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.3489235034212,1964
"547","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.5086937593296,1964
"548","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.6477882806212,1964
"549","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",33.7110175425187,1964
"550","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.7177827465348,1964
"551","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.3752799159847,1964
"552","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",34,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.0521024991758,1964
"553","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.9569297865964,1964
"554","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.7750283177011,1964
"555","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.7651493540034,1964
"556","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.4862121129408,1964
"557","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.1206504730508,1964
"558","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.9578032526188,1964
"559","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.3994051204063,1964
"560","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.3859397242777,1964
"561","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.258082525339,1964
"562","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.6286909184419,1964
"563","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.3607558589429,1964
"564","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",35,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.0304308584891,1964
"565","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.6350780967623,1964
"566","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.4932152037509,1964
"567","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.1400300483219,1964
"568","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.9949478576891,1964
"569","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.8621750241145,1964
"570","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.8418691423722,1964
"571","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.6117641390301,1964
"572","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.41774930479,1964
"573","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.148702182807,1964
"574","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.6247963611968,1964
"575","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.1169405737892,1964
"576","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.1420963322744,1964
"577","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.1326111936942,1964
"578","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.1341823413968,1964
"579","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",36,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.814726610668,1964
"580","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.8962924694642,1964
"581","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.318843326997,1964
"582","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.7280155061744,1964
"583","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.0654772240669,1964
"584","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.6691143610515,1964
"585","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.9194465042092,1964
"586","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.1820063646883,1964
"587","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.4948141467758,1964
"588","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.9904768127017,1964
"589","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.7515853317454,1964
"590","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.835305751767,1964
"591","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.941603907384,1964
"592","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.5175238526426,1964
"593","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.5843196804635,1964
"594","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.884626719635,1964
"595","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.9172737686895,1964
"596","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.2667858260684,1964
"597","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.7124724122696,1964
"598","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.3167916927487,1964
"599","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.8083140542731,1964
"600","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.8449316471815,1964
"601","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.8698819559067,1964
"602","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.0806194483303,1964
"603","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.6171014127322,1964
"604","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.4945454248227,1964
"605","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.5243198010139,1964
"606","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.4537260904908,1964
"607","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.7145588831045,1964
"608","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.6981789763086,1964
"609","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.4053442729637,1964
"610","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.3542881500907,1964
"611","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.9018374271691,1964
"612","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",38.3067780458368,1964
"613","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",38,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.1827827668749,1964
"614","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.0962770543993,1964
"615","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",39,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.043085413985,1964
